title,url,date,content,thumbnail,celebrity,status
"How girl group Brave Girls' 2017 song went viral in 2021 thanks to 'Millboard,' YouTube",https://en.yna.co.kr/view/AEN20210310006100315?section=search,2021-03-10,"How girl group Brave Girls' 2017 song went viral in 2021 thanks to 'Millboard,' YouTube
...treamed song on streaming services Bugs and Genie Music. On Melon, the country's biggest streaming platform, it sits just after singer-songwriter IU's ""Celebrity"" released in January. Thanks to the fame that came after four years, the four-piece group is now getting ready to ...
14:39 Mar. 10",https://img.yna.co.kr/etc/inner/EN/2021/03/10/AEN20210310006100315_01_i_P2.jpg,iu,CURRENT
(LEAD) March set to be star-studded month with K-pop female solo comebacks,https://en.yna.co.kr/view/AEN20210304009551315?section=search,2021-03-06,"(LEAD) March set to be star-studded month with K-pop female solo comebacks
...y. In March, girl group BLACKPINK's Rose, singer-songwriter IU and rapper-singer Jessi are poised to extend the hype with long-...as yet to release details on the upcoming single. Singer-songwriter IU, meanwhile, will be releasing her much-awaited full album on March 25, ...
10:33 Mar. 06",https://img.yna.co.kr/etc/inner/EN/2021/03/04/AEN20210304009551315_02_i_P2.jpg,iu,CURRENT
March set to be star-studded month with K-pop female solo comebacks,https://en.yna.co.kr/view/AEN20210304009500315?section=search,2021-03-06,"March set to be star-studded month with K-pop female solo comebacks
...y. In March, girl group BLACKPINK's Rose, singer-songwriter IU and rapper-singer Jessi are poised to extend the hype with long-...as yet to release details on the upcoming single. Singer-songwriter IU, meanwhile, will be releasing her much-awaited full album on March 25, ...
09:00 Mar. 06",https://img.yna.co.kr/etc/inner/EN/2021/03/04/AEN20210304009500315_02_i_P2.jpg,iu,CURRENT
(LEAD) K-pop fans hung out to dry over Kakao-Spotify music licensing termination,https://en.yna.co.kr/view/AEN20210305003251320?section=search,2021-03-05,"(LEAD) K-pop fans hung out to dry over Kakao-Spotify music licensing termination
...ch 5 (Yonhap) -- Last weekend, global K-pop fans on Spotify faced a blackout of hundreds of songs by popular artists, including Zico, Mamamoo and IU, after the Swedish audio giant's licensing agreement with South Korea's top music distributor Kakao M Corp. came to an end. While some music ...
17:06 Mar. 05",https://img.yna.co.kr/photo/cms/2021/03/03/53/PCM20210303000053017_P2.jpg,iu,CURRENT
Yonhap News Summary,https://en.yna.co.kr/view/AEN20210305004551315?section=search,2021-03-05,"Yonhap News Summary
...tion SEOUL -- Last weekend, global K-pop fans on Spotify faced a blackout of hundreds of songs by popular artists, including Zico, Mamamoo and IU, after the Swedish audio giant's licensing agreement with South Korea's top music distributor Kakao M Corp. came to an end. While some music ...
17:04 Mar. 05",,iu,CURRENT
K-pop fans hung out to dry over Kakao-Spotify music licensing termination,https://en.yna.co.kr/view/AEN20210305003200320?section=search,2021-03-05,"K-pop fans hung out to dry over Kakao-Spotify music licensing termination
...ch 5 (Yonhap) -- Last weekend, global K-pop fans on Spotify faced a blackout of hundreds of songs by popular artists, including Zico, Mamamoo and IU, after the Swedish audio giant's licensing agreement with South Korea's top music distributor Kakao M Corp. came to an end. While some music ...
14:50 Mar. 05",https://img.yna.co.kr/photo/cms/2021/03/03/53/PCM20210303000053017_P2.jpg,iu,CURRENT
K-pop songstress IU to release new album on March 25,https://en.yna.co.kr/view/AEN20210304002100315?section=search,2021-03-04,"K-pop songstress IU to release new album on March 25
SEOUL, March 4 (Yonhap) -- IU, one of the K-pop scene's most prominent female solo...he upcoming album. A teaser image uploaded on IU's official social media channel shows the singer ...kground. The new album comes four years after IU's successful fourth full album ""Palette,...
08:36 Mar. 04",https://img.yna.co.kr/etc/inner/EN/2021/03/04/AEN20210304002100315_01_i_P2.jpg,iu,CURRENT
Spotify suspends music streaming service of K-pop provided by Kakao M,https://en.yna.co.kr/view/AEN20210301003500320?section=search,2021-03-01,"Spotify suspends music streaming service of K-pop provided by Kakao M
...se deal has expired, officials said. The move has prevented global K-pop fans from listening to songs of major South Korean artists, including IU and Apink, through Spotify. The Swedish company said it has failed to reach an agreement on a new license deal with Kakao M, South Korea's top ...
13:51 Mar. 01",https://img.yna.co.kr/etc/inner/EN/2021/03/01/AEN20210301003500320_01_i_P2.jpg,iu,CURRENT
Songstress IU's single regains popularity 10 years after release,https://en.yna.co.kr/view/AEN20210219005400315?section=search,2021-02-19,"Songstress IU's single regains popularity 10 years after release
SEOUL, Feb. 19 (Yonhap) -- Singer-actress IU's song from a decade ago has resurged to top spots on major music charts here after her...rics. The track came under the spotlight once again as fan videos of IU singing the song during past concerts gained traffic on YouTube and other ...
14:30 Feb. 19",https://img.yna.co.kr/etc/inner/EN/2021/02/19/AEN20210219005400315_01_i_P2.jpg,iu,CURRENT
Spotify set for uphill battle in S. Korea,https://en.yna.co.kr/view/AEN20210210005200320?section=search,2021-02-14,"Spotify set for uphill battle in S. Korea
...audio streaming giant's trove of over 70 million tracks and 4 billion playlists, however, lacks songs of some major South Korean artists, such as IU, leaving many wondering whether it may follow the path of Apple Music, which struggled to draw users after failing to secure local music. ...
11:14 Feb. 14",https://img.yna.co.kr/etc/inner/EN/2021/02/10/AEN20210210005200320_04_i_P2.jpg,iu,CURRENT
K-pop songstress IU to drop new single 'Celebrity' this month,https://en.yna.co.kr/view/AEN20210115004400315?section=search,2021-01-15,"K-pop songstress IU to drop new single 'Celebrity' this month
...A teaser image for the upcoming single showed IU standing in between light green-colored doors,...y jewelry. ""Celebrity"" is IU's first new song since ""Eight"" ...he single, a high-profile collaboration between IU and Suga of BTS, had swept global music charts. ...
11:50 Jan. 15",https://img.yna.co.kr/etc/inner/EN/2021/01/15/AEN20210115004400315_01_i_P2.jpg,iu,CURRENT
BTS wins 6 prizes at 2021 Gaon Chart Music Awards,https://en.yna.co.kr/view/AEN20210114005600315?section=search,2021-01-14,"BTS wins 6 prizes at 2021 Gaon Chart Music Awards
... for ""How You Like That"" and ""Lovesick Girls."" The songs were released in June and October, respectively. K-pop songstress IU took home three trophies, including an ""Artist of the Year - Digital Music"" award for ""Eight."" Lee Soo-man, the founder ...
15:01 Jan. 14",https://img.yna.co.kr/etc/inner/EN/2021/01/14/AEN20210114005600315_01_i_P2.jpg,iu,CURRENT
"BTS most streamed Korean artist, global group in 2020: Spotify",https://en.yna.co.kr/view/AEN20210107004800315?section=search,2021-01-07,"BTS most streamed Korean artist, global group in 2020: Spotify
...et were among the five most streamed Korean musicians. EXO, Seventeen, IU, NCT 127 and (G)I-DLE also ranked in the top 10, according to Spotify. ...arate chart of most streamed K-pop female and male artists. Soloist IU topped the female K-pop artists chart, followed by Taeyeon of Girls ...
11:46 Jan. 07",https://img.yna.co.kr/etc/inner/EN/2021/01/07/AEN20210107004800315_01_i_P2.jpg,iu,CURRENT
"(LEAD) BTS wins big, performs at K-pop awards show MAMA 2020",https://en.yna.co.kr/view/AEN20201206002551315?section=search,2020-12-07,"(LEAD) BTS wins big, performs at K-pop awards show MAMA 2020
...gles chart. ""Eight,"" a song recorded by singer-songwriter IU and BTS member Suga, was named Best Collaboration. Separately, Bang Si-...ke That,"" while Baekhyun took the prize for Best Male Artist. IU took home Best Female Artist as well as Best Vocal Performance - Solo ...
09:19 Dec. 07",https://img.yna.co.kr/etc/inner/EN/2020/12/06/AEN20201206002551315_01_i_P2.jpg,iu,CURRENT
"BTS wins big, performs at K-pop awards show MAMA 2020",https://en.yna.co.kr/view/AEN20201206002500315?section=search,2020-12-07,"BTS wins big, performs at K-pop awards show MAMA 2020
...gles chart. ""Eight,"" a song recorded by singer-songwriter IU and BTS member Suga, was named Best Collaboration. Separately, Bang Si-...ke That,"" while Baekhyun took the prize for Best Male Artist. IU took home Best Female Artist as well as Best Vocal Performance - Solo ...
00:30 Dec. 07",https://img.yna.co.kr/etc/inner/EN/2020/12/06/AEN20201206002500315_01_i_P2.jpg,iu,CURRENT
"(LEAD) Moon thanks nurses for dedicated services, vows full support",https://en.yna.co.kr/view/AEN20200902007151315?section=search,2020-09-02,"(LEAD) Moon thanks nurses for dedicated services, vows full support
(ATTN: UPDATES with mention of singer IU's ice vest donation to nurses in paras 5-6) ... of COVID-19 patients, mentioning the news that IU, a singer and actress, has donated ice vests to nurses. IU made the donation of around 4,600 ice vests, ...
17:49 Sep. 02",https://img.yna.co.kr/photo/yna/YH/2020/08/28/PYH2020082809250001300_P2.jpg,iu,CURRENT
Citizens voluntarily spreading '#stayhomechallenge' movement to fight coronavirus,https://en.yna.co.kr/view/AEN20200824005100315?section=search,2020-08-24,"Citizens voluntarily spreading '#stayhomechallenge' movement to fight coronavirus
...amas through video streaming services and growing plants at home. Some of them have also uploaded posts on travel cancellations. K-pop star IU posted a message on social media last Saturday, inviting everybody to join the #stayhomechallenge. Various online forums of mothers, called ...
11:52 Aug. 24",https://img.yna.co.kr/etc/inner/EN/2020/08/24/AEN20200824005100315_01_i_P2.jpg,iu,CURRENT
"'Hallyu' tourists spent US$1,007 on average in 2019, BTS most favored: report",https://en.yna.co.kr/view/AEN20200716002600315?section=search,2020-07-16,"'Hallyu' tourists spent US$1,007 on average in 2019, BTS most favored: report
...ent and 8.2 percent, respectively. BIGBANG and SHINHWA rounded out the top five, with 5.6 percent and 3 percent, respectively. Female soloist IU reached No. 6, while girl groups Girls' Generation and TWICE landed at the seventh and eighth spots, respectively. ""BTS was commonly ...
10:16 Jul. 16",https://img.yna.co.kr/photo/yna/YH/2020/06/15/PYH2020061502000032500_P2.jpg,iu,CURRENT
"Kakao M aims to deliver 15 films, TV shows annually starting in 2023",https://en.yna.co.kr/view/AEN20200714005800315?section=search,2020-07-14,"Kakao M aims to deliver 15 films, TV shows annually starting in 2023
... parent company acquired Loen Entertainment, which operated South Korea's leading online music streaming service and managed popular K-pop singer IU. The company has sought to diversify its portfolio into TV and films, having secured a majority share in both Moonlight Film and Sanai ...
15:48 Jul. 14",https://img.yna.co.kr/etc/inner/EN/2020/07/14/AEN20200714005800315_01_i_P2.jpg,iu,CURRENT
BTS' Suga releases new mixtape 'D-2',https://en.yna.co.kr/view/AEN20200522009800320?section=search,2020-05-22,"BTS' Suga releases new mixtape 'D-2'
...d temples, alternating between black and blonde hairdos. The singer, who is also a seasoned producer for both BTS and his solo projects, has collaborated with other Korean artists, including K-pop queen IU and soulful veteran singer Lee So-ra, as well as American pop singer Halsey. (END)
20:11 May. 22",https://img.yna.co.kr/etc/inner/EN/2020/05/22/AEN20200522009800320_01_i_P2.jpg,iu,CURRENT
"IU, Suga's collaboration song 'Eight' becomes chart sensation",https://en.yna.co.kr/view/AEN20200507003200315?section=search,2020-05-07,"IU, Suga's collaboration song 'Eight' becomes chart sensation
...rofile collaboration song between K-pop queen IU and BTS' Suga, became a chart sensation. ...ccording to Edam Entertainment, the agency of IU. The song also topped major local real-...;Eight,"" adding a trendy layer of rap over IU's vocals. Co-producing the song, it is ...
10:42 May. 07",https://img.yna.co.kr/etc/inner/EN/2020/05/07/AEN20200507003200315_01_i_P2.jpg,iu,CURRENT
Star-studded collaboration projects dazzle K-pop scene,https://en.yna.co.kr/view/AEN20200429009900315?section=search,2020-04-29,"Star-studded collaboration projects dazzle K-pop scene
...date in South Korea, female singer-songwriter IU and Suga of BTS are on course to hit the ...aser images of the digital single, released by IU's management agency Edam Entertainment, zoom in on IU's hands in two different conditions -- set ...
15:37 Apr. 29",https://img.yna.co.kr/etc/inner/EN/2020/04/29/AEN20200429009900315_01_i_P2.jpg,iu,CURRENT
K-pop songstress IU collaborates with BTS' Suga for new song,https://en.yna.co.kr/view/AEN20200427006200315?section=search,2020-04-27,"K-pop songstress IU collaborates with BTS' Suga for new song
SEOUL, April 27 (Yonhap) -- Singer-actress IU has teamed up with K-pop sensation BTS' ...former's management agency announced Monday. IU will release the as-yet-unnamed new single, co-...ot; EDAM said. ""Through the collaboration, IU plans to deliver new music that differentiates ...
15:00 Apr. 27",https://img.yna.co.kr/photo/yna/YH/2019/05/01/PYH2019050115390001300_P2.jpg,iu,CURRENT
"(LEAD) BTS' Suga, Bong Joon-ho join rush of celebrities donating for coronavirus fight",https://en.yna.co.kr/view/AEN20200228007051315?section=search,2020-02-28,"(LEAD) BTS' Suga, Bong Joon-ho join rush of celebrities donating for coronavirus fight
...so born and raised in Daegu, donating 100 million won to the Community Chest of Korea's Daegu branch on Wednesday. Popular female solo singer IU also contributed 100 million won to the South Korean nongovernmental association Good Neighbors and donated 3,000 anti-contamination suits to the ...
17:22 Feb. 28",https://img.yna.co.kr/etc/inner/EN/2020/02/28/AEN20200228007051315_02_i_P2.jpg,iu,CURRENT
"BTS' Suga, Bong Joon-ho join rush of celebrities donating for coronavirus fight",https://en.yna.co.kr/view/AEN20200228007000315?section=search,2020-02-28,"BTS' Suga, Bong Joon-ho join rush of celebrities donating for coronavirus fight
...so born and raised in Daegu, donating 100 million won to the Community Chest of Korea's Daegu branch on Wednesday. Popular female solo singer IU also contributed 100 million won to the South Korean nongovernmental association Good Neighbors and donated 3,000 anti-contamination suits to the ...
15:32 Feb. 28",https://img.yna.co.kr/etc/inner/EN/2020/02/28/AEN20200228007000315_02_i_P2.jpg,iu,CURRENT
Yonhap News Summary,https://en.yna.co.kr/view/AEN20200109008000325?section=search,2020-01-09,"Yonhap News Summary
...----- Major talent agencies see exodus of contract artists SEOUL -- IU, one of the most loved South Korean female soloists and actresses, ... deciding to move on to a new, smaller agency. The decision relocated IU, whose legal name is Lee Ji-eun, to EDAM Entertainment from Kakao M, ...
17:30 Jan. 09",,iu,CURRENT
Major talent agencies see exodus of contract artists,https://en.yna.co.kr/view/AEN20200109007600315?section=search,2020-01-09,"Major talent agencies see exodus of contract artists
By Park Boram SEOUL, Jan. 9 (Yonhap) -- IU, one of the most loved South Korean female ... new, smaller agency. The decision relocated IU, whose legal name is Lee Ji-eun, to EDAM ... debuted in 2008 and built a solid career. ""IU plans to come up with a variety of more active ...
16:55 Jan. 09",https://img.yna.co.kr/etc/inner/EN/2020/01/09/AEN20200109007600315_01_i_P2.jpg,iu,CURRENT
BTS chosen as Singer of Year by global K-pop fans: poll,https://en.yna.co.kr/view/AEN20191219008400325?section=search,2019-12-19,"BTS chosen as Singer of Year by global K-pop fans: poll
... 33 percent and 36.5 percent, respectively, the survey said. Other than BTS, also getting votes were Red Velvet, AB6IX, BLACKPINK, EXO, GOT7, IU, HyunA, IZ*ONE, Monsta X and Super Junior, who were not put forward in the poll. ""Following BTS' mega-success, a lot of characteristic ...
17:18 Dec. 19",https://img.yna.co.kr/etc/inner/EN/2019/12/19/AEN20191219008400325_01_i_P2.jpg,iu,CURRENT
Kakao jumps into filmmaking industry,https://en.yna.co.kr/view/AEN20190923006900315?section=search,2019-09-23,"Kakao jumps into filmmaking industry
...quot; Kakao M has long built its reputation in the K-pop scene for its online music streaming service provider Melon and singer Lee Ji-eun, or IU, under its management. Now it has been diversifying its business portfolio in the small screen scene through its drama studios and management ...
14:59 Sep. 23",https://img.yna.co.kr/etc/inner/EN/2019/09/23/AEN20190923006900315_02_i_P2.jpg,iu,CURRENT
Star-studded songs from hit TV drama storm charts,https://en.yna.co.kr/view/AEN20190813007400315?section=search,2019-08-13,"Star-studded songs from hit TV drama storm charts
...o leading actors. Jang Man-wol, an immortal CEO of a historic hotel in central Seoul, played by singer and actress Lee Ji-eun, better known as IU, falls in turbulent, fateful love with Goo Chan-seong, a mortal elite hotel manager, played by Yeo Jin-goo. The hotel's setting as a spooky ...
17:57 Aug. 13",https://img.yna.co.kr/etc/inner/EN/2019/08/13/AEN20190813007400315_03_i_P2.jpg,iu,CURRENT
BTS tops nat'l survey on best recording artists of 2018,https://en.yna.co.kr/view/AEN20181218008900315?section=search,2018-12-18,"BTS tops nat'l survey on best recording artists of 2018
...sked to pick their three favorite artists. Girl group TWICE ranked second in the survey at 11 percent, followed by female singer-songwriter IU at 10.2 percent. In 2018 alone, BTS had two albums debut at the top of the Billboard 200: ""Love Yourself: Tear"" in May and ""...
19:01 Dec. 18",https://img.yna.co.kr/photo/yna/YH/2018/12/15/PYH2018121501920001300_P2.jpg,iu,CURRENT
IU to release unscheduled single to celebrate 10 yrs since debut,https://en.yna.co.kr/view/AEN20181001002500315?section=search,2018-10-01,"IU to release unscheduled single to celebrate 10 yrs since debut
SEOUL, Oct. 1 (Yonhap) -- Singer-actress IU will release a new single this month in ..., ""BBI BBI,"" set for Oct. 10, will be IU's first music release since her last remake ... in September last year, according to Kakao M. IU wasn't scheduled for a new music release for this ...
09:35 Oct. 01",https://img.yna.co.kr/etc/inner/EN/2018/10/01/AEN20181001002500315_02_i_P2.jpg,iu,CURRENT
Heartwarming series 'My Mister' tops weekly TV chart,https://en.yna.co.kr/view/AEN20180529002300315?section=search,2018-05-29,"Heartwarming series 'My Mister' tops weekly TV chart
...or colleague in his 40s, has topped the weekly TV chart, data showed Tuesday. Starring singer-actor Lee Ji-eun, better known by her stage name IU, and Lee Sun-kyun, the heartwarming drama on tvN wrapped up on May 17 with its highest ratings and to audience applause. Its final episode ...
09:54 May. 29",https://img.yna.co.kr/etc/inner/EN/2018/05/29/AEN20180529002300315_01_i_P2.jpg,iu,CURRENT
"'The Miracle We Met' still strong, ranks No. 2 on weekly TV chart",https://en.yna.co.kr/view/AEN20180424002400315?section=search,2018-04-24,"'The Miracle We Met' still strong, ranks No. 2 on weekly TV chart
... Power Index (CPI) for April 9-15. It relinquished the top spot to ""My Mister,"" tvN's lugubrious series featuring singer-songwriter IU and Lee Sun-kyun. The drama centers on a young, gloomy girl struggling to support her poverty-stricken family and a middle-aged man at her ...
09:45 Apr. 24",,iu,CURRENT
"BTS, Lee Joon-gi, Yoona voted hallyu stars of 2017: survey",https://en.yna.co.kr/view/AEN20180417003400315?section=search,2018-04-17,"BTS, Lee Joon-gi, Yoona voted hallyu stars of 2017: survey
...Mic Drop"" featuring American DJ Steve Aoki and hip hop artist Desiigner. Best Male Solo award went to Baekhyun of EXO, and singer-actress IU won Best Female Solo award. GFriend and GOT7 won the best female and male group awards, respectively. Lee won Actor of the Year for his work ...
10:18 Apr. 17",,iu,CURRENT
"TV series 'My Mister' portrays humor, pathos of Korean 'ajeossi'",https://en.yna.co.kr/view/AEN20180411011100315?section=search,2018-04-11,"TV series 'My Mister' portrays humor, pathos of Korean 'ajeossi'
... 22-year-old singer-actress Lee Ji-eun, better known by her stage name IU, and 43-year-old actor Lee Sun-kyun opposite each other. But the ... his own way. Although viewership ratings are below four percent, IU's powerful performance of the sad woman is seen as gripping or even ...
17:10 Apr. 11",,iu,CURRENT
TvN's new series 'My Mister' debuts at No. 1 on weekly TV chart,https://en.yna.co.kr/view/AEN20180404003600315?section=search,2018-04-04,"TvN's new series 'My Mister' debuts at No. 1 on weekly TV chart
...er Lee Ji-eun, better known by her stage name IU, topped the weekly TV ratings chart, data ... previously expected. Lee Ji-an, played by IU, does whatever it takes to repay her debt to ...gh viewership ratings hover below four percent, IU's powerful performance of the sad woman is seen ...
10:31 Apr. 04",,iu,CURRENT
BTS wins Musician of the Year at 2018 Korean Music Awards,https://en.yna.co.kr/view/AEN20180228010800315?section=search,2018-02-28,"BTS wins Musician of the Year at 2018 Korean Music Awards
...rlier this month along with singer-songwriter IU, indie rock band Hyukoh and folk musician Kim ...uot; by BTS, ""Through the Night"" by IU and ""We Are"" by hip hop artist Woo ...their 2017 summer hit ""Red Flavor."" IU was awarded Best Pop Album for her fourth ...
22:02 Feb. 28",,iu,CURRENT
'Hyori's Home Stay 2' to air early next month,https://en.yna.co.kr/view/AEN20180123003900315?section=search,2018-01-23,"'Hyori's Home Stay 2' to air early next month
...bed and breakfast. The first season aired from June 25 to Sept. 24, with its highest viewership rating reaching 9.9 percent. Singer-songwriter IU made an appearance as an employee. The new season focuses on the winter scenery of the island and new hire Yoona, actress and member of K-pop ...
11:24 Jan. 23",,iu,CURRENT
Gaon Chart: 12 songs streamed over 100 million times in 2017,https://en.yna.co.kr/view/AEN20180112009900315?section=search,2018-01-12,"Gaon Chart: 12 songs streamed over 100 million times in 2017
...r her single ""I Will Go to You Like The First Snow,"" a track off the original soundtrack of the hit tvN drama ""Guardian."" IU's ""Through the Night"" was runner-up on the Digital General Top 100 Chart based on downloads, audio streaming, and the number of uses as ...
17:12 Jan. 12",,iu,CURRENT
BTS on red carpet for Golden Disc Awards,https://en.yna.co.kr/view/AEN20180111004800315?section=search,2018-01-11,"BTS on red carpet for Golden Disc Awards
...an. 11 (Yonhap) -- BTS walked the red carpet at the 32nd Golden Disc Awards, on the first day of the two-day awards ceremony on Jan. 10. While IU scooped up the Digital Song of the Year award, BTS shared the second-level prize from the digital song category with Black Pink, Heize, ...
11:50 Jan. 11",,iu,CURRENT
"(New Year Special) After a blockbuster year, K-pop looks to keep momentum into 2018",https://en.yna.co.kr/view/AEN20171228002900315?section=search,2017-12-29,"(New Year Special) After a blockbuster year, K-pop looks to keep momentum into 2018
...r category, with artistic underdogs Suran and Heize both hitting big with ""Wine"" and ""/// (You, Clouds, Rain),"" respectively. IU also released her fourth full-length album, ""Palette,"" in April to critical and commercial success, while ex-FIN.K.L leader Lee Hyo-ri ...
09:00 Dec. 29",,iu,CURRENT
Second season of 'Hyori's Home Stay' to be made,https://en.yna.co.kr/view/AEN20171208004300315?section=search,2017-12-08,"Second season of 'Hyori's Home Stay' to be made
...how became popular by showing the couple's humble and easygoing lifestyle and down-to-earth attitudes towards guests. In the first season, singer IU worked there as a temporary helper at the homestay. ""Since the end of the show in September, we have received a flurry of requests for ...
10:53 Dec. 08",,iu,CURRENT
"(Yonhap Interview) Epik High shares pensive side in new album, embraces paternity",https://en.yna.co.kr/view/AEN20171024010400315?section=search,2017-10-24,"(Yonhap Interview) Epik High shares pensive side in new album, embraces paternity
...Home is Far Away,"" both sentimental tracks that feature vocals by IU and Oh Hyuk of Hyukoh, respectively. ""The back and forth ...lyrics, drawing from themes of regret, fear, pain and alienation. Besides IU and Oh, Mino of WINNER, rapper The Quiett, along with rising R&B ...
17:45 Oct. 24",,iu,CURRENT
Epik High tops music charts with 'Love Story' featuring IU,https://en.yna.co.kr/view/AEN20171024003400315?section=search,2017-10-24,"Epik High tops music charts with 'Love Story' featuring IU
...ountries, including Colombia, Malaysia, Peru and Vietnam. ""Love Story,"" a sentimental rap track, features vocals from singer-actress IU, while ""Home is Far Away"" includes singing by Oh Hyuk, frontman of popular indie band Hyukoh. Epik High plans to hold concerts in Seoul ...
10:49 Oct. 24",,iu,CURRENT
"(Yonhap Feature) Cassette tapes return as demand rises among music nerds, disconnected seniors",https://en.yna.co.kr/view/AEN20170927000500315?section=search,2017-09-27,"(Yonhap Feature) Cassette tapes return as demand rises among music nerds, disconnected seniors
...brity Kim Heung-kook last year re-released his 1994 album ""Last Reggae"" under the new name ""God of Reggae."" Singer-songwriter IU also produced a limited number of special cassette tapes to hand out to fans during a meet-and-greet event last Sunday. There's also ...
09:06 Sep. 27",,iu,CURRENT
"Girl group April out with 'Eternity,' avoids playing sexy card",https://en.yna.co.kr/view/AEN20170920012000315?section=search,2017-09-20,"Girl group April out with 'Eternity,' avoids playing sexy card
.... The market is currently occupied by big-name boy bands such as EXO and BTS, while female singers making strides are mostly solo artists such as IU and Heize. Also, with two public broadcasters currently on strike, opportunities for TV publicities have also decreased substantially. ...
18:02 Sep. 20",,iu,CURRENT
(LEAD) BTS shoots to No. 1 on iTunes charts in record 73 countries,https://en.yna.co.kr/view/AEN20170919002951315?section=search,2017-09-19,"(LEAD) BTS shoots to No. 1 on iTunes charts in record 73 countries
... Norway, Sweden, Hungary, Brazil, Chile and Thailand. In South Korea, the song currently sits at No. 2 on most local online music charts after IU's ""Autumn Morning."" Preorders for the new BTS album reached 1.12 million copies Monday, nearly doubling from the 700,000 for the ...
17:28 Sep. 19",,iu,CURRENT
BTS shoots to No. 1 on iTunes charts for record 73 countries,https://en.yna.co.kr/view/AEN20170919002900315?section=search,2017-09-19,"BTS shoots to No. 1 on iTunes charts for record 73 countries
... Norway, Sweden, Hungary, Brazil, Chile and Thailand. In South Korea, the song currently sits at No. 2 on most local online music charts after IU's ""Autumn Morning."" Preorders for the new BTS album reached 1.21 million copies on Monday, nearly doubling from the some 700,000 for ...
09:41 Sep. 19",,iu,CURRENT
(LEAD) IU prereleases 'Autumn Morning' from new remake album,https://en.yna.co.kr/view/AEN20170918002851315?section=search,2017-09-18,"(LEAD) IU prereleases 'Autumn Morning' from new remake album
... SEOUL, Sept. 18 (Yonhap) -- Singer-actress IU prereleased a new song titled ""Autumn ...arim added a layer of crisp acoustic sound to IU's pristine vocals, according to the company. ...and Soribada, as of 4 p.m. Monday. In April IU released her fourth full-length album, ""...
16:55 Sep. 18",,iu,CURRENT
IU prereleases 'Autumn Morning' from new remake album,https://en.yna.co.kr/view/AEN20170918002800315?section=search,2017-09-18,"IU prereleases 'Autumn Morning' from new remake album
SEOUL, Sept. 18 (Yonhap) -- Singer-actress IU prereleased a new song titled ""Autumn ...Harim added a layer of crisp acoustic sound to IU's pristine vocals, according to the company. In April, IU released her fourth full-length album ""...
09:54 Sep. 18",,iu,CURRENT
"(News Focus) Seo Tai-ji, father of modern K-pop, celebrates 25 years",https://en.yna.co.kr/view/AEN20170901008700315?section=search,2017-09-01,"(News Focus) Seo Tai-ji, father of modern K-pop, celebrates 25 years
...e mellow, space ambient genres, with his most recent studio album ""Quiet Night"" featuring a collaboration with female singer-songwriter IU. The biggest aspect of Seo's legacy is its imprint in ushering in the flood of modern K-pop idol stars and the K-pop's strong fandom culture ...
15:46 Sep. 01",,iu,CURRENT
Boryeong mud fest around the corner,https://en.yna.co.kr/view/AEN20170718011000315?section=search,2017-07-19,"Boryeong mud fest around the corner
...tar Psy of ""Gangnam Style"" on Tuesday; a world skin care contest on Wednesday; a song festival on Thursday; a rock festival with singer IU and popular punk band Crying Nut on July 28; a hip-hop rave party on July 29; and a special concert by comeback idol bands such as DJ DOC, Turbo, ...
09:00 Jul. 19",,iu,CURRENT
(News Focus) Wonder women: Ladies put men to shame in 2017 K-pop,https://en.yna.co.kr/view/AEN20170705009800315?section=search,2017-07-05,"(News Focus) Wonder women: Ladies put men to shame in 2017 K-pop
...Bolbbalgan4 and heavyweight singer-songwriter IU. The female artist that is stealing the ...pite her low name recognition, Suran beat out IU on release day with virtually no publicity. ... and ""You (=I),"" under its belt. IU also released her fourth full-length album ...
17:10 Jul. 05",,iu,CURRENT
"Psy, IU to throw free concerts at Boryeong Mud Festival",https://en.yna.co.kr/view/AEN20170629005000315?section=search,2017-06-29,"Psy, IU to throw free concerts at Boryeong Mud Festival
...BORYEONG, South Korea, June 29 (Yonhap) -- Leading K-pop stars Psy and IU plan to throw free stand-alone concerts at this year's Boryeong Mud ...ay, performed at last year's opening of the event. Singer-songwriter IU will also hold a solo concert July 28. The K-pop diva's fourth full-...
11:02 Jun. 29",,iu,CURRENT
(LEAD) Mega-hit mobile game 'Yin Yang-sha' to land in S. Korea,https://en.yna.co.kr/view/AEN20170613006751320?section=search,2017-06-13,"(LEAD) Mega-hit mobile game 'Yin Yang-sha' to land in S. Korea
...language with Kakao Games using famous Korean voice actors, the company said. Other localization efforts include having the popular K-pop star IU as a model for the game and collaborating with a renowned webtoon artist to produce special promotional content. The company has been making ...
18:54 Jun. 13",,iu,CURRENT
(News Focus) Just a pretty face? More K-pop idols releasing self-produced works,https://en.yna.co.kr/view/AEN20170428010300315?section=search,2017-04-29,"(News Focus) Just a pretty face? More K-pop idols releasing self-produced works
...ve finesse by producing female solo artist Suran's song ""If I Get Drunk Today,"" which stopped the week-long music chart reign by singer IU on Friday. K-pop observers see this as a positive trend for the industry as a whole, as it pushes idol stars to aspire to become independent ...
09:00 Apr. 29",https://img.yna.co.kr/etc/inner/EN/2017/04/28/AEN20170428010300315_01_i_P2.jpg,iu,CURRENT
