title,url,date,content,thumbnail,celebrity,status
Hong sisters discuss success of ‘Hotel Del Luna’: After tough few years the duo returns with another popular show,https://koreajoongangdaily.joins.com/2019/09/17/etc/Hong-sisters-discuss-success-of-Hotel-Del-Luna-After-tough-few-years-the-duo-returns-with-another-popular-show/3068015.html,2019-09-17,"Of all the big-name scriptwriters, the Hong sisters, also known as Hongjamae, are undoubtedly the ones who most flawlessly weave romance and humor together to stay true to the genre of romantic-comedy.
This time, sisters Hong Jung-eun and Hong",https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2019/09/th_17201852.jpg,iu,CURRENT
"Welcome to ‘Hotel Del Luna,’ have a spooky stay",https://koreajoongangdaily.joins.com/2019/07/08/etc/Welcome-to-Hotel-Del-Luna-have-a-spooky-stay/3065281.html,2019-07-08,"The news that big name stars Lee Ji-eun, also known as singer IU, and Yeo Jin-goo, had been cast as the stars in the upcoming tvN drama series “Hotel Del Luna” caused quite a stir when it was announced earlier this year. People were instantly curious",https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2019/07/th_08205601.jpg,iu,CURRENT
"The local music industry still has spring fever: Seven years after its release, artists are still chasing after ‘Cherry Blossom Ending’",https://koreajoongangdaily.joins.com/2019/04/19/etc/The-local-music-industry-still-has-spring-fever-Seven-years-after-its-release-artists-are-still-chasing-after-Cherry-Blossom-Ending/3062096.html,2019-04-19,"There are a few sure signs of spring in Korea - flowers start blooming, people stop wearing their down jackets and spring-themed songs flood the local music charts. In 2012, the now-defunct indie band Busker Busker essentially kicked off a streak",https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2019/04/th_19192957.jpg,iu,CURRENT
Celebrities donate to help wildfire victims,https://koreajoongangdaily.joins.com/2019/04/07/etc/Celebrities-donate-to-help-wildfire-victims/3061527.html,2019-04-07,"The coastal cities of Goseong and Sokcho in Gangwon may be suffering from the devastation of perhaps the biggest wildfire the region has ever experienced, but they’re not alone. Dozens of actors, singers, comedians, models and other celebrities have",https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2019/04/th_07204505.jpg,iu,CURRENT
IU shows her many sides on Netflix’s ‘Persona’,https://koreajoongangdaily.joins.com/2019/03/27/movies/IU-shows-her-many-sides-on-Netflixs-Persona/3061109.html,2019-03-27,"Lee Ji-eun, better known by her stage name IU, is not the only reason one should watch the upcoming Netflix original series “Persona.” The series features four different sides of Lee in four short films, all directed by four acclaimed directors. The",https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2019/03/th_27200436.jpg,iu,CURRENT
"IU, Yeo Jin-goo cast in tvN drama",https://koreajoongangdaily.joins.com/2019/03/06/etc/IU-Yeo-Jingoo-cast-in-tvN-drama/3060216.html,2019-03-06,"Singer-actor Lee Ji-eun, better known as IU, and actor Yeo Jin-goo have been cast as the lead characters in tvN’s upcoming series “Hotel del Luna.” According to the cable network, the series will revolve around a special, mysterious hotel that is",https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,iu,CURRENT
Entertainment agencies to merge,https://koreajoongangdaily.joins.com/2019/02/13/etc/Entertainment-agencies-to-merge/3059365.html,2019-02-13,"Girl group Apink’s agency Plan A Entertainment will be merging with FAVE Entertainment, home to singer IU and boy band History. Both agencies are subsidiaries of entertainment company Kakao M. According to Kakao M Wednesday, the two agencies decid",https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,iu,CURRENT
Kai and Jennie appear to be couple,https://koreajoongangdaily.joins.com/2019/01/01/etc/Kai-and-Jennie-appear-to-be-couple/3057616.html,2019-01-01,"New year, new love - singers Kai from boy band Exo, left, and Jennie from Blackpink are said to be dating according to a report from entertainment news outlet Dispatch on Tuesday. According to the report, the singers from two of K-pop’s hottest gr",https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2019/01/th_01192319.jpg,iu,CURRENT
Humble origins for winter’s biggest trend,https://koreajoongangdaily.joins.com/2018/12/27/industry/Humble-origins-for-winters-biggest-trend/3057455.html,2018-12-27,"The winter may still be young, but it already looks like the season’s biggest trend is going to be the bunny hat. Unlike a regular bunny-shaped hat, 2018’s bunny hat has two dangling paws that, when pressed, cause the corresponding ears to pop up.",https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2018/12/th_27192925.jpg,iu,CURRENT
IU’s ‘Palette’ hits 100 million views,https://koreajoongangdaily.joins.com/2018/12/17/etc/IUs-Palette-hits-100-million-views/3057027.html,2018-12-17,"Singer IU’s music video for “Palette” (2017) exceeded 100 million views on Sunday afternoon, her agency Kakao M announced on Monday. According to the agency, the music video hit the milestone around 3 p.m. on Sunday, becoming the first video of th",https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2018/12/th_17190127.jpg,iu,CURRENT
