title,content,url,thumbnail,source,date,formatted_date,celebrity,mainCategory,created_at,status
Singer IU reported to police for alleged plagiarism,"Six of singer IU’s songs were reported to the police for alleged plagiarism, but the singer’s agency warned legal actions will be taken should they turn out to be false. Local media shared on Wednesday that the singer has been ...",https://koreajoongangdaily.joins.com/2023/05/10/entertainment/kpop/IU-EDAM/20230510181156376.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2023/05/10/6148ae44-a878-4544-8e9f-6b49a64f9e3d.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2023-05-10,iu,Controversy,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU and Lee Byung-hun donate to charities helping children,"Singer IU and actor Lee Byung-hun each donated 100 million won ($75,900) to children’s organizations just in time for Children’s Day in Korea, which is on May 5. IU donated the sum to the Child Fund, a domestic charitable organization that deals...",https://koreajoongangdaily.joins.com/2023/05/05/entertainment/television/Korea-IU-Lee-Byunghun/20230505164416544.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2023/05/05/5457ecac-2f9e-4f38-850d-4dd9c386027b.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2023-05-05,iu,Social,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
'Dream' is first Korean film to top box office in 50 days,"“Dream,” starring actors IU and Park Seo-joon, is the first Korean film in 50 days to land atop the box office, its distributor Plus M announced Thursday. The film topped the box office on Wednesday, the first day of its release ...",https://koreajoongangdaily.joins.com/2023/04/27/entertainment/movies/Korea-Movie-Dream/20230427182001197.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2023/04/27/fc2851cf-1c52-4a05-b2c8-df107b9303d1.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2023-04-27,iu,Acting,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU says cheerful character attracted her to latest film 'Dream',"Singer and actor IU wanted to get away from all the murders and scheming and child trafficking — well, at least on screen. “When I first received the script for ‘Dream’ four years ago, I had been working on dramas like ‘My Mister’ and ...",https://koreajoongangdaily.joins.com/2023/04/24/entertainment/movies/Korea-Movie-Kpop/20230424131746544.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2023/04/27/5be3e5dd-d0bc-4911-ba9f-400f39ecbe00.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2023-04-24,iu,Acting,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Suga’s first solo album features late Japanese composer Ryuichi Sakamoto,"The first solo album from BTS’s Suga features a star-studded lineup, including late composer Ryuichi Sakamoto, singer IU and his bandmate J-Hope. A teaser released Monday on boy band BTS’s social media revealed the ...",https://koreajoongangdaily.joins.com/2023/04/10/entertainment/kpop/Korea-Kpop-BTS/20230410115009763.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2023/04/10/5e08e1ad-7453-4565-8eca-4c879ce5b984.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2023-04-10,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
BTS's Suga tops charts with 'People Pt.2' collab with IU,"Suga of boy band BTS is topping charts around the world with ""People Pt.2,"" his second collaboration with singer IU released Friday. As of Saturday at 9 a.m., the song sat at the No. 1 spot on the iTunes chart in 87 regions including ...",https://koreajoongangdaily.joins.com/2023/04/09/entertainment/kpop/Korea-Kpop-Suga/20230409145820334.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2023/04/09/5366e354-dbd9-48bb-ad6d-636755676908.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2023-04-09,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
"Suga from BTS to drop song featuring IU on Friday, before album release","Suga from BTS will release “People Pt.2 (feat. IU)” on April 7, prior to his first official solo album “D-DAY,” set to release on April 21. The teaser photo released Wednesday on the boy band’s social media page showed Suga ...",https://koreajoongangdaily.joins.com/2023/04/05/entertainment/kpop/Korea-Kpop-Suga/20230405103132546.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2023/04/05/5f7aeb2e-3a77-4949-8582-7799299f416a.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2023-04-05,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Politician under fire for fanfic he wrote about singer IU,"Jang Ye-chan, a 34-year-old candidate for head of the youth division of the People Power Party (PPP), came under fire after his past fanfic that allegedly depicts female singer IU in an inappropriate manner surfaced on Sunday ...",https://koreajoongangdaily.joins.com/2023/02/27/entertainment/kpop/Korea-PPP-Peoples-Power-Party/20230227152156968.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2023/04/28/46b5c07a-0129-48bb-ba40-939c61b7e3a3.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2023-02-27,iu,Controversy,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
"Singer IU, BTS's Jungkook land on Rolling Stone’s 'Greatest Singers of All Time' list","Singer IU and Jungkook of boy band BTS were named on Rolling Stone’s list of “Greatest Singers of All Time.” They were the only K-pop singers on the list revealed Monday. Two-hundred singers from all regions and generations were included, such as ...",https://koreajoongangdaily.joins.com/2023/01/02/entertainment/kpop/Korea-Kpop-Jungkook/20230102104858355.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2023/01/02/26dfe668-512d-4fea-a5de-d1c617382e01.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2023-01-02,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Singer IU and actor Lee Jong-suk are in a relationship,"Singer-turned-actor IU and actor Lee Jong-suk are in a relationship, both of their agencies confirmed over the weekend. Lee’s High Zium Studio confirmed the information to Dispatch on Saturday, after the local entertainment news outlet ...",https://koreajoongangdaily.joins.com/2022/12/31/entertainment/television/lee-jongsuk-iu-dispatch/20221231181039559.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2023/01/01/8cadcc19-72c9-4962-bbf6-d8e65d96825b.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2022-12-31,iu,Social,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Internet bully targeting IU fined 3 million won,"A malicious commenter targeting singer and actor IU has been ordered to pay a 3 million won ($2,300) fine by the court, according to IU's agency EDAM Entertainment on Tuesday. In a post on the agency's social media, EDAM said that it is currently...",https://koreajoongangdaily.joins.com/2022/12/13/entertainment/kpop/Korea-Kpop-IU/20221213145559737.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/12/13/8ee585b0-c269-4bcf-9f8e-02d5c8f148f3.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2022-12-13,iu,Controversy,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU to sing at girl group T-ara member Jiyeon's wedding,Singer IU will be singing at the wedding of Jiyeon of girl group T-ara and baseball star Hwang Jae-gyun on Saturday. IU’s agency EDAM Entertainment confirmed the news with local media on Friday. The couple announced back in February...,https://koreajoongangdaily.joins.com/2022/12/09/entertainment/kpop/korea-iu-jiyeon/20221209162502260.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/12/09/844c0def-c5cb-441c-8ae6-0299645419c3.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2022-12-09,iu,Promotion,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU holds concert 'The Golden Hour' for first time in three years over weekend,"IU held her first in-person concert in three years at the Seoul Olympic Main Stadium in Jamsil, southern Seoul, over the weekend. After the extended period of being unable to see her fans face to face, the singer was greeted by an audience filling...",https://koreajoongangdaily.joins.com/2022/09/19/entertainment/kpop/IU-the-golden-hour-under-the-orange-sun/20220919121534687.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/09/19/a6bc13fc-0580-40f2-8e11-3a94737a482d.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2022-09-19,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU’s agency cracks down on illegal tickets for singer’s upcoming concert,"IU’s agency EDAM Entertainment announced Thursday that it canceled tickets that were obtained illegally for the singer’s upcoming concert.
On IU’s official fan community, the agency said that it has “permanently expelled four people from IU’s...",https://koreajoongangdaily.joins.com/2022/08/12/entertainment/kpop/korea-iu-concert/20220812144929613.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/08/12/4f8fea13-a116-4fed-903c-ad68fe05314d.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2022-08-12,iu,Controversy,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU to host solo concert 'The Golden Hour' at Jamsil Olympic Stadium,"Singer and actor IU, who last appeared in director Hirokazu Kore-eda’s “Broker” in June, is returning to her singing career. IU will host her solo concert “The Golden Hour” at Jamsil Olympic Stadium in Songpa District, southern Seoul, on Sept. 17...",https://koreajoongangdaily.joins.com/2022/07/28/entertainment/kpop/IU-concert/20220728111417188.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/07/28/e1d1160a-6156-4b52-b866-5304e44c6029.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2022-07-28,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Netizen punished for malicious posts about IU,"EDAM Entertainment representing singer and actor IU, whose real name is Lee Ji-eun, released on June 21 the results of the lawsuit it had filed against a netizen who has been “habitually posting insults, slander and malicious posts ...",https://koreajoongangdaily.joins.com/2022/06/22/entertainment/kpop/korea-IU-lee-jieun/20220622144946448.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/06/22/a027d2d1-4394-4835-8589-884662c06386.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2022-06-22,iu,Controversy,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Korea's next top actors may already be on your fave music playlist,"""I didn’t really know any songs by IU, but I was a fan of her as an actor,"" actor Song Kang-ho said of fellow actor Lee Ji-eun, also known as singer-songwriter IU. ""Even before ‘My Mister’ [2018, on tvN], I’ve been following her since...",https://koreajoongangdaily.joins.com/2022/06/15/entertainment/kpop/Kpop-starturnedactor/20220615175456238.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/06/15/5a9db35f-f9df-4c33-8bf4-529b5162b905.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2022-06-15,iu,Acting,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU isn't who she used to be in newest film 'Broker',"With long, bleached hair splitting at the ends and heavy smoky-eye makeup, the girl holding a baby in her arms in ""Broker"" seems far removed from the familiar K-pop star IU that fans know and love. In “Broker,” Japanese director Hirokazu...",https://koreajoongangdaily.joins.com/2022/06/08/entertainment/movies/Broker-Lee-Jieun-IU/20220608154414023.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/06/08/7f611d74-f3ee-45d7-9b9b-7868a5af41f4.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2022-06-08,iu,Acting,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
"IU steps down from role in 'Money Game,' replaced by actor Chun Woo-hee","Singer IU, whose real name is Lee Ji-eun, will no longer appear in upcoming television series “Money Game” due to “schedule problems.” Actor Chun Woo-hee will take the role instead. Studio N, the production company behind “Money Game,” said...",https://koreajoongangdaily.joins.com/2022/05/27/entertainment/television/korea-money-game-iu/20220527145504346.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/05/27/0169868d-4d7a-4cb9-be5e-dcc3f554bcf2.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2022-05-27,iu,Acting,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Nice surprise,"Singer and actor Lee Ji-eun, also known as IU, is swarmed by media and fans who have gathered at the Nice Cote d'Azur Airport in France on Wednesday. Lee is visiting Nice for the 75th Cannes Film Festival. Lee is featured in Palme d’Or winner ...",https://koreajoongangdaily.joins.com/2022/05/25/imageNews/photos/KOREA-broker-lee-jieun/20220525144231256.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/05/25/5cacc732-251b-4d8f-af71-b1534141081e.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2022-05-25,iu,Promotion,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU celebrates her birthday with charitable donation,"Singer IU, also known as Lee Ji-eun, donated 200 million won ($155,700) to charities, according to her agency Edam Entertainment on Monday. The donation was made in celebration of the singer’s 29th birthday, with fell on the same day. “IU ...",https://koreajoongangdaily.joins.com/2022/05/16/entertainment/kpop/korea-kpop-iu/20220516160441259.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/05/16/4618ec99-b3de-4f21-baac-9ad33a9915dc.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2022-05-16,iu,Social,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Celebrities make charitable donations to mark Children's Day,"Celebrities are commemorating Children's Day, which marks its 100th anniversary this year, by making donations to charity. According to EDAM Entertainment Thursday, singer and actor IU donated 100 million won ($79,600) to ChildFund Korea, which...",https://koreajoongangdaily.joins.com/2022/05/05/entertainment/television/celebrities-donation-Childrens-Day/20220505152134062.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/05/05/f799c560-c9a6-4ca3-809e-9ce3bb125dd6.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2022-05-05,iu,Social,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Korean film 'Broker' invited to compete for Palme d’Or,"The Korean film “Broker,” starring actors Song Kang-ho, Gang Dong-won, Bae Doo-na and Lee Ji-eun (better known as singer-songwriter IU), has been invited to compete for the Palme d’Or of the 75th Cannes Film Festival. The Palme d’Or is the...",https://koreajoongangdaily.joins.com/2022/04/15/entertainment/movies/broker-cannes-film-festival-hirokazu-koreeda/20220415152439699.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/04/15/df11b79b-df1e-45a7-8e4f-5fc31a55cca8.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2022-04-15,iu,Acting,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Celebrities donate to victims of wildfires raging along east coast,"A string of celebrities have made donations for the victims of massive wildfires that are blazing along the country's eastern coastal area. Actor-singer IU and actors Lee Byung-hun and Song Kang-ho each donated 100 million won ($82,170), according...",https://koreajoongangdaily.joins.com/2022/03/06/entertainment/kpop/fire-forest-fire-kpop/20220306160232818.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/03/06/be02841c-c909-4d94-a1c2-bf130207b0b0.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2022-03-06,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Second year in a row,"K-pop singer IU, second from right, gives a speech after winning the top prize in the digital song category of the 36th Golden Disc Awards, in a ceremony held at Gocheok Sky Dome in Guro District, southwestern Seoul, on Saturday. IU, whose real...",https://koreajoongangdaily.joins.com/2022/01/09/entertainment/kpop/pop-songstress-music-awards-disc-awards/20220109162614633.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2022/01/09/9a9e041e-88b7-4863-a6ba-b5814af3e9f3.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2022-01-09,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU's EP 'Pieces' already topping local charts,"Singer IU's EP ""Pieces,"" released on Wednesday, is already topping domestic music charts. The EP's lead track ""Winter Sleep"" ranked first on Korea's major music streaming site Melon as of Thursday afternoon. ""Drama"" is at 6th place, ""Next Stop"" ...",https://koreajoongangdaily.joins.com/2021/12/30/entertainment/kpop/IU-IU-Pieces-IU-Winter-Sleep/20211230153929003.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/12/30/3d030f4a-d063-4c1d-a58a-30476750b44f.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2021-12-30,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
NME names IU's 'Lilac' No. 1 on 'The 25 best K-pop songs of 2021' list,"Singer-songwriter IU’s “Lilac” (2021) was named No. 1 on NME’s list of “The 25 best K-pop songs of 2021” on Monday. “While most the world took its sweet time coming out from the pandemic-induced nightmare that was 2020, K-pop jumped out of the...",https://koreajoongangdaily.joins.com/2021/12/21/entertainment/kpop/IU-Lilac-NME/20211221154832228.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/12/21/6f3e45c6-f3ac-4d57-9ccc-aa7a780078c1.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2021-12-21,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU performance is 2021's most-watched YouTube video in Korea,"The most watched YouTube video in Korea in 2021 was a live performance by singer IU. In its annual end-of-year report on Thursday, YouTube Korea revealed a video of IU singing a medley of her hit songs titled “DM Special Killing Voice – IU” on...",https://koreajoongangdaily.joins.com/2021/12/02/entertainment/television/YouTube-the-most-watched-YouTube-video-of-2021-IU/20211202180447137.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/12/02/df26df04-12ed-4d40-8841-baedd2978153.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2021-12-02,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU set to perform at Melon Music Awards 2021,"IU’s label EDAM Entertainment confirmed Monday that the singer and songwriter will perform at the upcoming MMA 2021, otherwise known as the Melon Music Awards, for the first time in four years. When she last attended the awards in 2017, she won...",https://koreajoongangdaily.joins.com/2021/11/22/entertainment/kpop/IU-MMA2021/20211122152226315.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/11/22/e12dac02-3ca7-4135-827f-79832fefd725.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2021-11-22,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU’s latest digital single 'Strawberry Moon' certified 'All-Kill',Singer and actor IU’s latest digital single “Strawberry Moon” is killing it. Local music chart iChart announced Wednesday that IU has received the “All-Kill” certification for “Strawberry Moon.” An all-kill certification is awarded to songs ...,https://koreajoongangdaily.joins.com/2021/10/20/entertainment/kpop/IU-Straberry-Moon-allkill-IU/20211020180145330.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/10/20/56eaceae-b3e0-489a-9523-66d9d232bb49.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2021-10-20,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU celebrates debut anniversary with charitable donations,"Singer IU made donations to the underprivileged and neighborhood Covid-19 screening clinics to celebrate the 13th anniversary of her debut, her agency EDAM Entertainment said Friday. She mostly donated necessities such as clothes and food that...",https://koreajoongangdaily.joins.com/2021/09/17/entertainment/kpop/IU-donation/20210917171300283.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/09/17/b5e77ec0-796f-48e0-9f7d-e3021447a2c2.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2021-09-17,iu,Social,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Double trouble,"Brother-and-sister duo AKMU held an online press conference Monday to talk about its new album. The album “Next Episode” includes songs that feature collaborations with singers like IU, Zion.T and Beenzino.",https://koreajoongangdaily.joins.com/2021/07/26/entertainment/kpop/AKMU-YG-Entertainment/20210726170823593.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/07/30/252db77f-0244-4d73-a271-eeb9ee23c6ea.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2021-07-26,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Singer IU announced as face of Kakao Webtoon,Singer IU has been chosen as the model for new global webtoon platform. Kakao Entertainment announced Friday that IU will be the face of Kakao Webtoon that is slated to launch next month...,https://koreajoongangdaily.joins.com/2021/07/16/culture/gamesWebtoons/IU-kakao-webtoon/20210716171500409.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/07/18/26518c42-41d4-4280-b8ce-d548fefc895c.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2021-07-16,iu,Promotion,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Singer IU celebrates her birthday with a charitable donation,"To celebrate her birthday, singer IU made a charitable donation. She donated 500 million won ($440,500) to many different organizations such as the Korea Pediatric Cancer Foundation, the Korean Unwed Mothers Families Association, among others.",https://koreajoongangdaily.joins.com/2021/05/17/entertainment/kpop/IU-Birthday-Donate/20210517170900391.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/05/17/e0e3a0fe-b924-4eb8-ae9d-4fb1aedc1859.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2021-05-17,iu,Social,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU's latest album takes top spot on iTunes charts in 11 countries,"IU’s fifth full-length album “Lilac” swept major music charts Friday a day after its release and took the top spots on iTunes’ album charts in 11 different countries. ""Lilac"" features 10 songs and comes four years after IU's last album “Palette.”",https://koreajoongangdaily.joins.com/2021/03/26/entertainment/kpop/IU-LILAC-KPOP/20210326171700378.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/03/26/fa82f22d-804d-49f2-80f9-31a01b4e4aab.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2021-03-26,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Music distributed by Kakao M no longer available on Spotify,"Subscribers to global music streaming service Spotify will be unable to hear any songs from Korean singer IU from Monday. It stopped providing work from artists affiliated with Kakao M, including IU, as the license contract of the songs has expired.",https://koreajoongangdaily.joins.com/2021/03/01/entertainment/kpop/kakao-M-Spotify/20210301163400375.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/03/01/13b4971a-8d37-4865-bc88-44677d9d5926.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2021-03-01,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU's latest single 'Celebrity' storms local music charts,"Singer IU stormed local music charts with her latest music ""Celebrity,"" signaling yet another successful year ahead of her while she readies for the release of her fifth full-length album. IU dropped her single ""Celebrity"" on Wednesday and topped ...",https://koreajoongangdaily.joins.com/2021/01/28/entertainment/kpop/IU-Celebrity-Eight/20210128142000592.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/01/28/e607d1a2-d4c4-488d-9a38-d6ed37ce541e.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2021-01-28,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
tvN’s 'Hotel Del Luna' set for musical adaptation,"Hit tvN’s drama series “Hotel Del Luna” (2019) will be turned into a musical, production company Showplay said Wednesday. It will hit the stage in 2022. Starring popular singer-actor Lee Ji-eun, better known as IU, and Yeo Jin-goo ...",https://koreajoongangdaily.joins.com/2021/01/27/entertainment/musicPerformance/hotel-del-luna-musical-tvn/20210127161900659.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/01/27/87a435d6-4775-45d2-aaf0-52f7e00d045d.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2021-01-27,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU unveils name of her upcoming single set to drop Jan. 27,"Star solo artist IU will pre-release her single “Celebrity” before the official release of her new full-length album on Jan. 27, according to her agency Edam Entertainment Friday.
“[The song] has a cheery bright pop sound which will...",https://koreajoongangdaily.joins.com/2021/01/15/entertainment/kpop/IU-Celebrity-prerelease/20210115170300589.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/01/15/52046283-716c-4314-92ef-75eef2e43864.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2021-01-15,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
"IU to release a new track on Jan. 27, album on the way","IU will release a new song on Jan. 27 ahead of the release of her fifth album, according to her agency EDAM Entertainment on Monday. It has been three years since IU released her most recent full-length album “Palette” in 2017.",https://koreajoongangdaily.joins.com/2021/01/11/entertainment/kpop/IU-kpop/20210111110200960.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/01/11/3b1093b7-7c7b-40c9-81f3-ee58f9c4e518.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2021-01-11,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Grand prize,"Singer-songwriter IU, who real name is Lee Ji-eun, won the Grand Prize in the Digital Song category of the 35th Golden Disc Awards, a major K-pop music award, for her song ""Blueming."" The ceremony was held at Kintex in Goyang, Gyeonggi, Saturday...",https://koreajoongangdaily.joins.com/2021/01/10/entertainment/kpop/IU-Golden-Disc-Awards-Kpop/20210110155600690.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2021/01/10/bc298d2c-88ea-458b-b6d9-6140f05f9461.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2021-01-10,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Bugs Music chart marks 20-year anniversary with celebration page,"Singer IU was the most popular artist over the 20-year history of the Bugs Music chart, according to its operator NHN on Friday. A new service page was also launched on its website and mobile app to celebrate the meaningful year. Bugs Music ...",https://koreajoongangdaily.joins.com/2020/11/06/entertainment/kpop/Bugs-Music-20th-anniversary-IU/20201106184500414.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2020/11/06/938800a0-3c14-4d14-b9d3-4b4ec6b2b63c.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2020-11-06,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU’s collaboration with BTS’s Suga ‘Eight’ tops music charts,"Singer IU’s and Suga’s collaboration “Eight” conquered music charts in and out of Korea after it was released Wednesday evening.
The song, sung by IU and produced by Suga of boy band BTS, was No. 1 on Korean music streaming services",https://koreajoongangdaily.joins.com/2020/05/07/kpop/collaboration-IU-SUGA/20200507115300269.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2020/05/07/6ad11050-8c2f-46ca-af02-066a44ccc4f1.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2020-05-07,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU and BTS’s Suga teaming up for single to drop next week-1,IU and BTS’s Suga teaming up for single to drop next week-1,https://koreajoongangdaily.joins.com/2020/04/29/kpop/single-digital-single-love-poem/20200429105706302.html,https://koreajoongangdaily.joins.com/data/photo/thumbnail/2020/04/29/4a7a2dfa-7aa0-4d76-a6b1-3e3731b48747.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2020-04-29,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU and BTS’s Suga teaming up for single to drop next week,"Singer IU and rapper Suga of BTS, two of the biggest names in K-pop, have joined forces for a song that’s going to drop next week, their agencies announced on Monday. “On May 6, we will release the digital single and the music video,” said EDAM En",https://koreajoongangdaily.joins.com/2020/04/27/etc/IU-and-BTSs-Suga-teaming-up-for-single-to-drop-next-week/3076506.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2020/04/th_27140147.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2020-04-27,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
